Number,Issue ID,TBF,Reliability
4580,1515220124,14,0.8216107597096125
4578,1511446275,19,0.7659311487550337
4576,1510151780,93,0.2711060522701475
4575,1510150000,93,0.2711060522701475
4573,1508849293,7,0.9064274707386204
4571,1506160045,79,0.32996896531146497
4570,1503245397,163,0.10150087905341305
4569,1503234611,57,0.4493339102500542
4568,1503225009,81,0.3208355916332578
4567,1503218509,50,0.4957196518811434
4566,1502436140,0,1.0
4563,1496731175,0,1.0
4562,1490499503,123,0.1779429944493774
4561,1490067495,106,0.225891874034007
4559,1485924253,2,0.9723205069616594
4558,1483671734,2,0.9723205069616594
4557,1481424959,13,0.8332232797551633
4556,1478483506,85,0.3033202681624355
4554,1476117309,5,0.9322311565463698
4552,1472388860,38,0.5866505246332054
4551,1472388855,38,0.5866505246332054
4549,1467070969,11,0.8569430283424219
4547,1464532362,74,0.3539561652647383
4546,1464178432,179,0.08108590477472206
4543,1461586179,53,0.47528083701534507
4542,1458800129,108,0.21963930147926505
4541,1458793969,0,1.0
4540,1458215879,3,0.9587694076919532
4538,1454698491,112,0.20764857004971626
4536,1449468136,118,0.19087861760445934
4535,1446862518,3,0.9587694076919532
4534,1446862229,1,0.9860631353831556
4533,1446405122,0,1.0
4532,1445372296,119,0.18821836815265555
4531,1443126890,2,0.9723205069616594
4530,1439523910,4,0.9454071682581783
4529,1436631413,3,0.9587694076919532
4528,1434974868,64,0.4072885997850509
4527,1434897950,17,0.7877352614401208
4526,1433042588,1,0.9860631353831556
4525,1429929274,0,1.0
4524,1429888764,300,0.01483941622123996
4523,1428745818,0,1.0
4522,1427128043,82,0.31636414942839997
4521,1427104832,0,1.0
4520,1427066989,0,1.0
4519,1427059550,0,1.0
4518,1426832199,0,1.0
4517,1425264561,1,0.9860631353831556
4516,1424167138,1,0.9860631353831556
4515,1416952503,7,0.9064274707386204
4513,1415948439,6,0.9192387771259788
4512,1412098945,0,1.0
4511,1411664576,0,1.0
4510,1411597891,115,0.19908709651464754
4509,1411470229,0,1.0
4508,1407614279,0,1.0
4507,1406357293,0,1.0
4506,1404080929,0,1.0
4505,1403967590,0,1.0
4504,1403967551,0,1.0
4503,1403441276,99,0.24921119596026206
4502,1403055111,0,1.0
4501,1401918600,338,0.008705551311440924
4500,1401917337,0,1.0
4499,1401188399,0,1.0
4498,1400182750,0,1.0
4497,1399364034,5,0.9322311565463698
4496,1397210284,6,0.9192387771259788
4495,1395709127,319,0.011365971113188404
4494,1395481642,7,0.9064274707386204
4493,1395446781,0,1.0
4492,1394306180,1,0.9860631353831556
4491,1392599625,9,0.8813380178725501
4490,1392590791,9,0.8813380178725501
4489,1390685450,0,1.0
4488,1390651524,0,1.0
4487,1390639552,0,1.0
4485,1388846398,0,1.0
4484,1388518396,0,1.0
4483,1388507118,0,1.0
4482,1388392139,0,1.0
4481,1388378074,0,1.0
4480,1387795664,0,1.0
4479,1387629741,0,1.0
4477,1385187592,3,0.9587694076919532
4476,1383820512,3,0.9587694076919532
4474,1382047671,5,0.9322311565463698
4473,1380704117,0,1.0
4471,1379908219,0,1.0
4470,1379190524,0,1.0
4469,1379003919,0,1.0
4468,1378785942,8,0.8937947137939475
4465,1377112741,0,1.0
4464,1377111665,0,1.0
4463,1377090138,2,0.9723205069616594
4462,1377085830,2,0.9723205069616594
4461,1376982569,0,1.0
4458,1372667049,0,1.0
4457,1372435406,6,0.9192387771259788
4456,1366412149,11,0.8569430283424219
4455,1365092943,8,0.8937947137939475
4454,1364365450,14,0.8216107597096125
4453,1364120796,3,0.9587694076919532
4452,1361757407,22,0.7343513538246809
4451,1361567551,3,0.9587694076919532
4450,1360090095,0,1.0
4449,1360005442,5,0.9322311565463698
4448,1356982861,16,0.7988689904060046
4447,1356543862,0,1.0
4446,1353484650,256,0.027517502622120524
4445,1349205757,261,0.025652673294687175
4444,1347446099,36,0.6033509737096785
4443,1347329738,9,0.8813380178725501
4442,1345926795,0,1.0
4441,1344595990,29,0.6656362402807872
4440,1344528438,3,0.9587694076919532
4438,1341473874,35,0.6118786435264449
4437,1340696976,2,0.9723205069616594
4436,1340678782,0,1.0
4435,1340555350,0,1.0
4434,1340514104,43,0.5468938970673477
4433,1340501451,43,0.5468938970673477
4432,1338897612,387,0.0043765076602970705
4431,1338881097,0,1.0
4430,1337245888,4,0.9454071682581783
4429,1336868939,4,0.9454071682581783
4427,1334590382,0,1.0
4425,1331072667,0,1.0
4424,1330995831,2,0.9723205069616594
4423,1330028999,4,0.9454071682581783
4422,1329605678,4,0.9454071682581783
4421,1326648013,6,0.9192387771259788
4420,1322951119,157,0.11041840442236117
4418,1316679759,15,0.810160081783797
4417,1314801889,24,0.7140248806387947
4416,1313686273,8,0.8937947137939475
4415,1312920952,0,1.0
4414,1311154967,6,0.9192387771259788
4413,1309391946,0,1.0
4412,1309079340,0,1.0
4411,1307857719,0,1.0
4410,1306834971,2,0.9723205069616594
4408,1304939765,0,1.0
4407,1304931345,31,0.647211766601868
4406,1304890643,0,1.0
4405,1304828796,0,1.0
4404,1304553859,0,1.0
4402,1303515935,0,1.0
4401,1302477625,0,1.0
4400,1301905398,51,0.48881087420496666
4399,1301704572,2,0.9723205069616594
4398,1301655946,2,0.9723205069616594
4397,1301506658,0,1.0
4396,1301426521,2,0.9723205069616594
4394,1300760095,0,1.0
4393,1300175415,0,1.0
4391,1294504761,66,0.3960150578227051
4390,1294282426,105,0.22908459502061398
4389,1293948158,1,0.9860631353831556
4388,1293448993,0,1.0
4387,1293241871,0,1.0
4386,1292163717,0,1.0
4385,1291556362,423,0.002640570158288103
4384,1287379171,0,1.0
4383,1285354446,3,0.9587694076919532
4382,1284943308,9,0.8813380178725501
4381,1282356714,7,0.9064274707386204
4380,1281214680,6,0.9192387771259788
4379,1280125848,0,1.0
4378,1279852156,5,0.9322311565463698
4377,1278297042,23,0.7241167984252299
4376,1278152474,0,1.0
4375,1277079240,434,0.002262818187994036
4374,1276899785,449,0.001833244968247111
4373,1276881291,10,0.8690549292357823
4372,1276826311,2,0.9723205069616594
4371,1274943445,5,0.9322311565463698
4370,1274643793,2,0.9723205069616594
4368,1273320448,13,0.8332232797551633
4367,1273144612,0,1.0
4366,1271782924,26,0.6942610339259512
4364,1267202458,64,0.4072885997850509
4363,1266189743,7,0.9064274707386204
4361,1265562342,7,0.9064274707386204
4359,1263455747,0,1.0
4358,1263387635,0,1.0
4357,1261507793,1,0.9860631353831556
4356,1259613124,0,1.0
4355,1259480556,3,0.9587694076919532
4354,1253985763,75,0.34902312610914615
4353,1253983471,1,0.9860631353831556
4352,1253942062,0,1.0
4351,1252820643,20,0.7552564700290105
4350,1252558188,3,0.9587694076919532
4349,1252540881,2,0.9723205069616594
4348,1251550492,122,0.18045801335046754
4346,1245410614,27,0.6845852118873748
4345,1240078119,46,0.5243451377616051
4342,1231551100,12,0.8449999293720649
4341,1231423885,100,0.24573797326116203
4340,1230646959,0,1.0
4337,1229499405,0,1.0
4336,1227975814,0,1.0
4335,1227778913,104,0.2323224414343391
4334,1226435484,0,1.0
4333,1222687139,3,0.9587694076919532
4331,1221549470,5,0.9322311565463698
4329,1220720439,6,0.9192387771259788
4327,1220285436,207,0.0547365730015242
4326,1218354754,8,0.8937947137939475
4325,1216835691,9,0.8813380178725501
4324,1216486957,0,1.0
4323,1216214014,10,0.8690549292357823
4322,1214803793,10,0.8690549292357823
4321,1211787379,17,0.7877352614401208
4320,1211314171,0,1.0
4319,1209196990,330,0.009739989705788162
4318,1207027984,3,0.9587694076919532
4317,1206859285,63,0.41304515417949417
4316,1203371482,0,1.0
4315,1203240686,23,0.7241167984252299
4314,1203067073,23,0.7241167984252299
4313,1202863336,57,0.4493339102500542
4312,1202018034,93,0.2711060522701475
4311,1201120449,1,0.9860631353831556
4310,1201056121,0,1.0
4309,1199355767,2,0.9723205069616594
4308,1199159766,28,0.6750442404706066
4307,1196800886,4,0.9454071682581783
4306,1196347278,1,0.9860631353831556
4305,1196194792,0,1.0
4303,1195928767,62,0.41888307082791076
4302,1195887245,520,0.0006767929324254244
4301,1194318947,0,1.0
4300,1194091263,1,0.9860631353831556
4299,1193982988,7,0.9064274707386204
4298,1193048065,0,1.0
4297,1192716682,2,0.9723205069616594
4296,1191218316,3,0.9587694076919532
4295,1189772420,0,1.0
4293,1187796627,7,0.9064274707386204
4292,1179876625,52,0.48199838322793065
4291,1179374011,4,0.9454071682581783
4290,1178027114,0,1.0
4289,1177997083,5,0.9322311565463698
4288,1175395125,0,1.0
4287,1175155622,0,1.0
4286,1174767541,73,0.3589589272366431
4285,1174553253,91,0.2788237523831612
4284,1173557224,0,1.0
4283,1172906962,3,0.9587694076919532
4282,1172819944,0,1.0
4281,1172358607,42,0.5546236112506535
4280,1170979220,0,1.0
4279,1170023204,0,1.0
4278,1169821099,0,1.0
4275,1169079912,0,1.0
4274,1168824098,1,0.9860631353831556
4273,1168703854,6,0.9192387771259788
4272,1168626068,1,0.9860631353831556
4271,1167646491,7,0.9064274707386204
4270,1167518719,0,1.0
4269,1167509284,0,1.0
4268,1166207816,0,1.0
4267,1165276545,0,1.0
4266,1165197020,0,1.0
4265,1164309002,8,0.8937947137939475
4264,1164306299,8,0.8937947137939475
4263,1163185889,2,0.9723205069616594
4262,1163097779,86,0.29909293464951076
4261,1163020012,1,0.9860631353831556
4260,1162654904,13,0.8332232797551633
4259,1162654222,14,0.8216107597096125
4258,1162514055,550,0.0004442193747041487
4257,1162286875,14,0.8216107597096125
4256,1161174106,1,0.9860631353831556
4255,1160654504,4,0.9454071682581783
4254,1160381066,0,1.0
4253,1160054413,6,0.9192387771259788
4251,1159963141,0,1.0
4250,1159570412,0,1.0
4249,1159485172,0,1.0
4248,1156952655,126,0.1706062993911621
4247,1156327416,42,0.5546236112506535
4246,1155755776,2,0.9723205069616594
4245,1154840239,33,0.6292972730138794
4243,1149420855,22,0.7343513538246809
4242,1148265753,9,0.8813380178725501
4241,1147208248,0,1.0
4240,1145169275,0,1.0
4239,1145168302,0,1.0
4238,1142269731,13,0.8332232797551633
4236,1140018241,0,1.0
4235,1139789328,34,0.6205268421161356
4234,1139037342,359,0.0064832901281344
4233,1138958200,0,1.0
4232,1138902699,0,1.0
4231,1137054971,2,0.9723205069616594
4230,1135953948,16,0.7988689904060046
4229,1135926867,16,0.7988689904060046
4228,1133765032,1,0.9860631353831556
4227,1133752106,0,1.0
4226,1133741817,4,0.9454071682581783
4225,1132465232,0,1.0
4224,1130588297,0,1.0
4223,1130473149,19,0.7659311487550337
4222,1130411699,0,1.0
4221,1128540782,1,0.9860631353831556
4219,1125479200,1,0.9860631353831556
4218,1125067939,0,1.0
4217,1123877951,4,0.9454071682581783
4216,1123785504,4,0.9454071682581783
4215,1121810029,8,0.8937947137939475
4214,1121615377,8,0.8937947137939475
4213,1119847417,0,1.0
4212,1119770371,0,1.0
4211,1119344251,0,1.0
4210,1118587633,407,0.0033053857265708895
4209,1118098765,2,0.9723205069616594
4208,1117490956,1,0.9860631353831556
4207,1117120885,18,0.7767567017475153
4206,1117077247,0,1.0
4205,1116207099,231,0.03908327500398998
4204,1112361856,102,0.23893607074102377
4203,1111996976,10,0.8690549292357823
4202,1110743329,10,0.8690549292357823
4201,1110715603,0,1.0
4200,1110576919,43,0.5468938970673477
4199,1110543021,0,1.0
4198,1110318222,3,0.9587694076919532
4197,1110261575,5,0.9322311565463698
4196,1110060716,0,1.0
4195,1109229625,6,0.9192387771259788
4194,1109029611,3,0.9587694076919532
4193,1108422784,1,0.9860631353831556
4192,1108395357,0,1.0
4191,1108017892,0,1.0
4189,1106365574,1,0.9860631353831556
4188,1106316449,10,0.8690549292357823
4187,1105744934,0,1.0
4186,1103877160,50,0.4957196518811434
4185,1103641303,0,1.0
4184,1103303563,0,1.0
4183,1098799416,6,0.9192387771259788
4182,1098309047,0,1.0
4181,1097838079,17,0.7877352614401208
4180,1095026907,0,1.0
4178,1092662492,0,1.0
4177,1090145513,24,0.7140248806387947
4176,1089026785,28,0.6750442404706066
4175,1087495667,134,0.15248700853576824
4174,1087117378,27,0.6845852118873748
4172,1082832705,33,0.6292972730138794
4171,1081307138,0,1.0
4169,1080507906,5,0.9322311565463698
4168,1079529915,0,1.0
4167,1079409786,43,0.5468938970673477
4166,1079113156,35,0.6118786435264449
4165,1074367329,42,0.5546236112506535
4163,1072846963,51,0.48881087420496666
4162,1071551152,43,0.5468938970673477
4161,1071194978,46,0.5243451377616051
4160,1070655735,69,0.3796871224257695
4159,1069559136,0,1.0
4158,1068321625,55,0.4621253043959222
4157,1068193922,2,0.9723205069616594
4156,1067559155,1,0.9860631353831556
4155,1066763961,2,0.9723205069616594
4154,1066542365,2,0.9723205069616594
4153,1065385558,2,0.9723205069616594
4152,1065288191,1,0.9860631353831556
4151,1064307023,1,0.9860631353831556
4150,1062664308,0,1.0
4149,1057867939,122,0.18045801335046754
4148,1057860375,118,0.19087861760445934
4147,1057461593,8,0.8937947137939475
4146,1056915119,9,0.8813380178725501
4145,1054195636,7,0.9064274707386204
4144,1052694828,16,0.7988689904060046
4143,1052535480,74,0.3539561652647383
4142,1050960863,0,1.0
4141,1049481405,456,0.001661703599812531
4139,1046143193,1,0.9860631353831556
4138,1045660413,5,0.9322311565463698
4137,1045020813,24,0.7140248806387947
4136,1044986369,68,0.3850535617866235
4135,1044897539,26,0.6942610339259512
4134,1044884102,0,1.0
4133,1044579535,6,0.9192387771259788
4132,1043319974,30,0.6563593581159285
4131,1043146349,0,1.0
4129,1038174811,32,0.638191663832309
4128,1037555232,1,0.9860631353831556
4127,1034842545,0,1.0
4126,1033579053,19,0.7659311487550337
4125,1032543477,38,0.5866505246332054
4124,1031858922,55,0.4621253043959222
4123,1030380736,0,1.0
4122,1029757918,1,0.9860631353831556
4121,1026176499,0,1.0
4120,1026149484,0,1.0
4119,1025287300,0,1.0
4118,1025281946,0,1.0
4116,1021124880,6,0.9192387771259788
4115,1020827799,101,0.24231315639660345
4114,1019996161,0,1.0
4113,1016132245,0,1.0
4112,1016131986,5,0.9322311565463698
4111,1016114363,37,0.5949421528726455
4110,1016037575,0,1.0
4108,1014946501,43,0.5468938970673477
4107,1014936392,0,1.0
4106,1014840959,0,1.0
4105,1014073419,0,1.0
4104,1013783820,45,0.5317561512507611
4103,1013745566,695,5.804733570188703e-05
4102,1013739119,0,1.0
4100,1010650323,0,1.0
4099,1009981957,1,0.9860631353831556
4098,1009808636,46,0.5243451377616051
4097,1007344356,24,0.7140248806387947
4096,1006417734,285,0.01831664698730501
4095,1004016512,50,0.4957196518811434
4094,1001040854,1,0.9860631353831556
4093,1001015138,44,0.5392719108641416
4091,1000073904,1,0.9860631353831556
4090,999692429,2,0.9723205069616594
4089,998719117,565,0.00035988880494026016
4088,996684487,134,0.15248700853576824
4087,995561414,58,0.44307160437514187
4086,995500154,6,0.9192387771259788
4085,994872843,6,0.9192387771259788
4084,993294760,180,0.07995582149754242
4083,991744222,21,0.7447305628552204
4082,991004914,12,0.8449999293720649
4081,989904025,0,1.0
4080,989785515,0,1.0
4079,989349307,139,0.1421531403255954
4078,989335397,58,0.44307160437514187
4077,989198477,0,1.0
4076,985812005,0,1.0
4075,985252903,0,1.0
4074,985105278,89,0.2867611557987595
4073,985042941,0,1.0
4072,982091215,0,1.0
4071,981585881,0,1.0
4070,980747610,0,1.0
4067,979513845,13,0.8332232797551633
4066,978685642,19,0.7659311487550337
4065,975743936,42,0.5546236112506535
4064,975541849,2,0.9723205069616594
4063,973298101,9,0.8813380178725501
4062,973069536,10,0.8690549292357823
4061,971554721,0,1.0
4060,969860784,2,0.9723205069616594
4059,967851019,4,0.9454071682581783
4058,964771516,2,0.9723205069616594
4057,963565272,4,0.9454071682581783
4056,963560846,4,0.9454071682581783
4055,963403079,7,0.9064274707386204
4053,962469486,75,0.34902312610914615
4052,960982605,192,0.06756266351830878
4051,960083451,175,0.08576823563133655
4050,956943075,2,0.9723205069616594
4048,954919876,27,0.6845852118873748
4047,954011309,19,0.7659311487550337
4046,953767327,0,1.0
4045,952476088,29,0.6656362402807872
4044,952165365,22,0.7343513538246809
4043,949400161,560,0.0003860510372486772
4041,948227399,6,0.9192387771259788
4040,947538257,490,0.0010311316873246844
4039,945293484,118,0.19087861760445934
4037,938883552,1,0.9860631353831556
4036,938547309,0,1.0
4035,937289123,0,1.0
4034,936900701,0,1.0
4033,935587563,5,0.9322311565463698
4032,935323114,0,1.0
4031,934692739,0,1.0
4030,933946374,0,1.0
4029,933883119,0,1.0
4027,933164482,0,1.0
4026,933017405,0,1.0
4024,930951575,8,0.8937947137939475
4022,929189239,3,0.9587694076919532
4021,929127912,0,1.0
4020,926382651,209,0.053221492410185874
4019,926234159,0,1.0
4018,926086056,0,1.0
4016,924037076,1,0.9860631353831556
4015,923855354,571,0.0003308237449546144
4014,922740286,2,0.9723205069616594
4013,917567713,8,0.8937947137939475
4012,917558326,8,0.8937947137939475
4011,917467852,0,1.0
4010,917418378,9,0.8813380178725501
4009,916512477,10,0.8690549292357823
4008,916115435,26,0.6942610339259512
4007,915804542,14,0.8216107597096125
4006,915798963,12,0.8449999293720649
4005,915496961,1,0.9860631353831556
4004,915049838,13,0.8332232797551633
4003,914841396,11,0.8569430283424219
4002,914796990,0,1.0
4001,911505868,0,1.0
4000,911421577,0,1.0
3999,911329154,750,2.682514268060684e-05
3998,911194318,31,0.647211766601868
3996,909888588,27,0.6845852118873748
3995,909497457,0,1.0
3994,909341541,19,0.7659311487550337
3992,906437468,37,0.5949421528726455
3991,906415176,9,0.8813380178725501
3990,904784891,2,0.9723205069616594
3988,904469835,167,0.09595965864160308
3987,903005833,615,0.00017840395310090654
3986,902892931,39,0.5784744556939917
3985,902479541,27,0.6845852118873748
3984,900660564,41,0.562462576024752
3983,900439692,15,0.810160081783797
3982,899068024,0,1.0
3981,898224299,16,0.7988689904060046
3980,897999785,68,0.3850535617866235
3979,896820822,103,0.2356060510710253
3978,896595596,0,1.0
3976,896275151,175,0.08576823563133655
3975,896118514,5,0.9322311565463698
3973,895323752,33,0.6292972730138794
3970,890984519,3,0.9587694076919532
3969,890361150,4,0.9454071682581783
3968,889646825,7,0.9064274707386204
3967,889646778,7,0.9064274707386204
3966,889613065,0,1.0
3965,888278737,7,0.9064274707386204
3964,886733034,5,0.9322311565463698
3963,885632223,3,0.9587694076919532
3962,882025155,2,0.9723205069616594
3958,875497467,0,1.0
3957,875143832,15,0.810160081783797
3956,874253851,1,0.9860631353831556
3954,870989682,0,1.0
3953,870685276,6,0.9192387771259788
3952,869277672,126,0.1706062993911621
3951,868813817,8,0.8937947137939475
3950,868215601,654,0.00010320212966370324
3949,868084828,62,0.41888307082791076
3948,867680401,0,1.0
3946,865909958,69,0.3796871224257695
3945,865784147,26,0.6942610339259512
3944,865156061,273,0.021676507122215322
3943,864748163,13,0.8332232797551633
3942,863831328,771,1.9977503607199923e-05
3941,863507935,14,0.8216107597096125
3940,863487617,13,0.8332232797551633
3939,861016565,1,0.9860631353831556
3936,858042832,0,1.0
3935,857562346,5,0.9322311565463698
3934,856031983,68,0.3850535617866235
3932,855337613,24,0.7140248806387947
3931,855331264,23,0.7241167984252299
3930,855292113,1,0.9860631353831556
3929,854560384,26,0.6942610339259512
3927,853337658,0,1.0
3926,852824373,0,1.0
3925,852814178,77,0.3393623429197882
3924,852297062,1,0.9860631353831556
3922,851168751,62,0.41888307082791076
3921,851037448,6,0.9192387771259788
3920,851037393,6,0.9192387771259788
3919,850279414,3,0.9587694076919532
3916,848581338,231,0.03908327500398998
3915,846886292,0,1.0
3913,844511815,1,0.9860631353831556
3912,843304459,0,1.0
3911,843007915,0,1.0
3910,842594246,94,0.26732768392285133
3909,842080313,95,0.263601974183684
3908,842055259,3,0.9587694076919532
3907,840865893,1,0.9860631353831556
3906,840685791,1,0.9860631353831556
3905,839819688,6,0.9192387771259788
3904,839541163,2,0.9723205069616594
3903,839213935,5,0.9322311565463698
3902,839110433,809,1.1719812972025591e-05
3901,838691637,7,0.9064274707386204
3900,837241750,0,1.0
3899,836075579,7,0.9064274707386204
3897,835405786,11,0.8569430283424219
3896,834980806,0,1.0
3895,834445845,12,0.8449999293720649
3894,834385505,0,1.0
3893,833741571,14,0.8216107597096125
3892,833441253,20,0.7552564700290105
3890,832189177,83,0.3119550251081932
3889,831922588,16,0.7988689904060046
3888,831634472,1,0.9860631353831556
3887,831601222,1,0.9860631353831556
3886,831427972,0,1.0
3885,831114113,0,1.0
3884,830738495,107,0.2227436495675498
3883,829838237,0,1.0
3882,829315326,17,0.7877352614401208
3880,827204475,6,0.9192387771259788
3879,826027814,813,1.1079995194398173e-05
3878,825663684,0,1.0
3876,824450651,0,1.0
3875,823403077,1,0.9860631353831556
3873,823151109,0,1.0
3872,822328972,4,0.9454071682581783
3870,820207359,1,0.9860631353831556
3868,817858057,3,0.9587694076919532
3867,817504114,0,1.0
3866,817457184,4,0.9454071682581783
3863,814248395,0,1.0
3862,813376424,428,0.0024616217726027498
3861,812056144,0,1.0
3860,811942876,136,0.14826624544456504
3859,811446483,3,0.9587694076919532
3858,811258189,0,1.0
