Python File,Issue ID,Number,Function Name,Title,Lines of Code,Cyclomatic Complexity,Number of Calls,TBF,Reliability
C:/Users/DELL/robotframework\utest\model\test_testsuite.py,,,test_slots,,209,42,1,,
C:/Users/DELL/robotframework\utest\model\test_testsuite.py,,,test_keywords_deprecation,,209,42,5,,
C:/Users/DELL/robotframework\utest\model\test_testsuite.py,,,test_one_suite,,209,42,2,,
C:/Users/DELL/robotframework\utest\model\test_testsuite.py,,,test_sub_suites,,209,42,3,,
C:/Users/DELL/robotframework\utest\model\test_testsuite.py,,,test_id_is_dynamic,,209,42,2,,
C:/Users/DELL/robotframework\utest\model\test_testsuite.py,,,setUp,,209,42,1,,
C:/Users/DELL/robotframework\utest\model\test_testsuite.py,,,test_str,,209,42,2,,
C:/Users/DELL/robotframework\utest\model\test_testsuite.py,,,test_repr,,209,42,2,,
C:/Users/DELL/robotframework\utest\output\test_console.py,,,setUp,,85,29,3,,
C:/Users/DELL/robotframework\utest\output\test_console.py,,,test_write_pass_marker,,85,29,0,,
C:/Users/DELL/robotframework\utest\output\test_console.py,,,test_write_fail_marker,,85,29,0,,
C:/Users/DELL/robotframework\utest\output\test_console.py,,,test_multiple_markers,,85,29,0,,
C:/Users/DELL/robotframework\utest\output\test_console.py,,,test_maximum_number_of_markers,,85,29,0,,
C:/Users/DELL/robotframework\utest\output\test_console.py,,,test_more_markers_than_fit_into_status_area,,85,29,0,,
C:/Users/DELL/robotframework\utest\output\test_console.py,,,test_clear_markers_when_test_status_is_written,,85,29,1,,
C:/Users/DELL/robotframework\utest\output\test_console.py,,,test_clear_markers_when_there_are_warnings,,85,29,1,,
C:/Users/DELL/robotframework\utest\output\test_console.py,,,test_markers_off,,85,29,0,,
C:/Users/DELL/robotframework\utest\output\test_console.py,,,test_markers_on,,85,29,0,,
C:/Users/DELL/robotframework\utest\output\test_console.py,,,test_markers_auto_off,,85,29,0,,
C:/Users/DELL/robotframework\utest\output\test_console.py,,,_write_marker,,85,29,2,,
C:/Users/DELL/robotframework\utest\output\test_console.py,,,_verify,,85,29,2,,
C:/Users/DELL/robotframework\utest\output\test_console.py,,,__init__,,85,29,0,,
C:/Users/DELL/robotframework\utest\output\test_console.py,,,passed,,85,29,0,,
C:/Users/DELL/robotframework\utest\output\test_console.py,,,__init__,,85,29,0,,
C:/Users/DELL/robotframework\utest\output\test_console.py,,,__init__,,85,29,0,,
C:/Users/DELL/robotframework\utest\output\test_console.py,,,write,,85,29,0,,
C:/Users/DELL/robotframework\utest\output\test_console.py,,,flush,,85,29,0,,
C:/Users/DELL/robotframework\utest\output\test_console.py,,,__str__,,85,29,0,,
C:/Users/DELL/robotframework\utest\output\test_filelogger.py,,,__init__,,43,12,0,,
C:/Users/DELL/robotframework\utest\output\test_filelogger.py,,,_get_epoch,,43,12,0,,
C:/Users/DELL/robotframework\utest\output\test_filelogger.py,,,setUp,,43,12,3,,
C:/Users/DELL/robotframework\utest\output\test_filelogger.py,,,tearDown,,43,12,1,,
C:/Users/DELL/robotframework\utest\output\test_filelogger.py,,,test_write,,43,12,0,,
C:/Users/DELL/robotframework\utest\output\test_filelogger.py,,,test_write_helpers,,43,12,0,,
C:/Users/DELL/robotframework\utest\output\test_filelogger.py,,,test_set_level,,43,12,0,,
C:/Users/DELL/robotframework\utest\output\test_filelogger.py,,,_verify_message,,43,12,1,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,__getattr__,,147,64,0,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,__init__,,147,64,0,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,__init__,,147,64,0,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,__init__,,147,64,0,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,output_file,,147,64,0,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,report_file,,147,64,0,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,log_file,,147,64,0,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,debug_file,,147,64,0,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,xunit_file,,147,64,0,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,_out_file,,147,64,1,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,start_suite,,147,64,1,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,start_test,,147,64,1,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,start_keyword,,147,64,2,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,end_keyword,,147,64,1,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,end_test,,147,64,1,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,end_suite,,147,64,1,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,close,,147,64,1,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,setUp,,147,64,2,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,test_start_suite,,147,64,1,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,test_start_test,,147,64,1,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,test_start_keyword,,147,64,1,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,test_end_keyword,,147,64,1,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,test_end_test,,147,64,1,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,test_end_suite,,147,64,1,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,test_output_file,,147,64,0,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,test_log_file,,147,64,0,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,test_report_file,,147,64,0,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,test_debug_file,,147,64,0,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,test_xunit_file,,147,64,0,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,test_close,,147,64,0,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,_assert_output,,147,64,1,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,test_start_and_end_methods,,147,64,6,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,test_message_methods,,147,64,2,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,test_some_methods_implemented,,147,64,4,,
C:/Users/DELL/robotframework\utest\output\test_listeners.py,,,end_suite,,147,64,1,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,__init__,,169,41,0,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,__init__,,169,41,0,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,message,,169,41,1,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,copy,,169,41,1,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,output_file,,169,41,0,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,close,,169,41,0,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,setUp,,169,41,1,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,test_write_to_one_logger,,169,41,2,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,test_write_to_one_logger_with_trace_level,,169,41,3,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,test_write_to_multiple_loggers,,169,41,3,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,test_write_multiple_messages,,169,41,2,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,test_all_methods,,169,41,3,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,test_registered_logger_does_not_need_all_methods,,169,41,1,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,test_close_removes_registered_loggers,,169,41,3,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,test_registering_syslog_with_none_path_does_nothing,,169,41,1,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,test_cached_messages_are_given_to_registered_writers,,169,41,2,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,test_message_cache_can_be_turned_off,,169,41,3,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,test_start_and_end_suite_test_and_keyword,,169,41,4,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,test_verbose_console_output_is_automatically_registered,,169,41,2,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,test_automatic_console_logger_can_be_disabled,,169,41,2,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,test_automatic_console_logger_can_be_disabled_after_registering_logger,,169,41,2,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,test_disabling_automatic_logger_multiple_times_has_no_effect,,169,41,2,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,test_registering_console_logger_disables_automatic_console_logger,,169,41,2,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,test_unregister_logger,,169,41,1,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,test_unregistering_non_registered_logger_is_ok,,169,41,1,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,test_start_and_end_loggers_and_iter,,169,41,4,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,_number_of_registered_loggers_should_be,,169,41,3,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,start_suite,,169,41,0,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,end_suite,,169,41,0,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,start_test,,169,41,0,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,end_test,,169,41,0,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,start_keyword,,169,41,0,,
C:/Users/DELL/robotframework\utest\output\test_logger.py,,,end_keyword,,169,41,0,,
C:/Users/DELL/robotframework\utest\output\test_loggerhelper.py,,,test_set_invalid_threshold,,15,7,2,,
C:/Users/DELL/robotframework\utest\output\test_loggerhelper.py,,,test_string_message,,15,7,2,,
C:/Users/DELL/robotframework\utest\output\test_loggerhelper.py,,,test_callable_message,,15,7,2,,
C:/Users/DELL/robotframework\utest\output\test_pylogging.py,,,__init__,,90,26,0,,
C:/Users/DELL/robotframework\utest\output\test_pylogging.py,,,__init__,,90,26,0,,
C:/Users/DELL/robotframework\utest\output\test_pylogging.py,,,error,,90,26,0,,
C:/Users/DELL/robotframework\utest\output\test_pylogging.py,,,warn,,90,26,0,,
C:/Users/DELL/robotframework\utest\output\test_pylogging.py,,,info,,90,26,0,,
C:/Users/DELL/robotframework\utest\output\test_pylogging.py,,,debug,,90,26,0,,
C:/Users/DELL/robotframework\utest\output\test_pylogging.py,,,trace,,90,26,0,,
C:/Users/DELL/robotframework\utest\output\test_pylogging.py,,,setUp,,90,26,2,,
C:/Users/DELL/robotframework\utest\output\test_pylogging.py,,,tearDown,,90,26,0,,
C:/Users/DELL/robotframework\utest\output\test_pylogging.py,,,test_python_logging_debug,,90,26,0,,
C:/Users/DELL/robotframework\utest\output\test_pylogging.py,,,test_python_logging_info,,90,26,0,,
C:/Users/DELL/robotframework\utest\output\test_pylogging.py,,,test_python_logging_warn,,90,26,0,,
C:/Users/DELL/robotframework\utest\output\test_pylogging.py,,,test_python_logging_error,,90,26,0,,
C:/Users/DELL/robotframework\utest\output\test_pylogging.py,,,test_python_logging_formatted_debug,,90,26,0,,
C:/Users/DELL/robotframework\utest\output\test_pylogging.py,,,test_python_logging_formatted_info,,90,26,0,,
C:/Users/DELL/robotframework\utest\output\test_pylogging.py,,,test_python_logging_formatted_warn,,90,26,0,,
C:/Users/DELL/robotframework\utest\output\test_pylogging.py,,,test_python_logging_formatted_error,,90,26,0,,
C:/Users/DELL/robotframework\utest\output\test_pylogging.py,,,assert_message,,90,26,1,,
C:/Users/DELL/robotframework\utest\output\test_pylogging.py,,,assert_formatted_message,,90,26,0,,
C:/Users/DELL/robotframework\utest\output\test_stdout_splitter.py,,,test_empty_output_should_result_in_empty_messages_list,,69,14,3,,
C:/Users/DELL/robotframework\utest\output\test_stdout_splitter.py,,,test_plain_output_should_have_info_level,,69,14,4,,
C:/Users/DELL/robotframework\utest\output\test_stdout_splitter.py,,,test_leading_and_trailing_space_should_be_stripped,,69,14,4,,
C:/Users/DELL/robotframework\utest\output\test_stdout_splitter.py,,,test_legal_level_is_correctly_read,,69,14,4,,
C:/Users/DELL/robotframework\utest\output\test_stdout_splitter.py,,,test_space_after_level_is_optional,,69,14,4,,
C:/Users/DELL/robotframework\utest\output\test_stdout_splitter.py,,,test_it_is_possible_to_define_multiple_levels,,69,14,4,,
C:/Users/DELL/robotframework\utest\output\test_stdout_splitter.py,,,test_html_flag_should_be_parsed_correctly_and_uses_info_level,,69,14,4,,
C:/Users/DELL/robotframework\utest\output\test_stdout_splitter.py,,,test_default_level_for_first_message_is_info,,69,14,4,,
C:/Users/DELL/robotframework\utest\output\test_stdout_splitter.py,,,test_timestamp_given_as_integer,,69,14,5,,
C:/Users/DELL/robotframework\utest\output\test_stdout_splitter.py,,,test_timestamp_given_as_float,,69,14,4,,
C:/Users/DELL/robotframework\utest\output\test_stdout_splitter.py,,,_verify_message,,69,14,3,,
C:/Users/DELL/robotframework\utest\parsing\parsing_test_utils.py,,,assert_model,,61,24,10,,
C:/Users/DELL/robotframework\utest\parsing\parsing_test_utils.py,,,dump_model,,61,24,3,,
C:/Users/DELL/robotframework\utest\parsing\parsing_test_utils.py,,,assert_block,,61,24,3,,
C:/Users/DELL/robotframework\utest\parsing\parsing_test_utils.py,,,assert_statement,,61,24,3,,
C:/Users/DELL/robotframework\utest\parsing\parsing_test_utils.py,,,remove_non_data,,61,24,1,,
C:/Users/DELL/robotframework\utest\parsing\parsing_test_utils.py,,,visit_Statement,,61,24,0,,
C:/Users/DELL/robotframework\utest\parsing\parsing_test_utils.py,,,visit_EmptyLine,,61,24,0,,
C:/Users/DELL/robotframework\utest\parsing\parsing_test_utils.py,,,visit_Comment,,61,24,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,assert_tokens,,2177,155,7,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,format_tokens,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_common_suite_settings,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_suite_settings_not_allowed_in_init_file,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_suite_settings_not_allowed_in_resource_file,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_imports,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_with_name,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_invalid_settings,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_too_many_values_for_single_value_settings,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_setting_too_many_times,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_test_settings,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_keyword_settings,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_too_many_values_for_single_value_test_settings,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_too_many_values_for_single_value_keyword_settings,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_test_settings_too_many_times,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_keyword_settings_too_many_times,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_headers_allowed_everywhere,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_test_case_section,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_case_section_causes_error_in_init_file,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_case_section_causes_fatal_error_in_resource_file,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_invalid_section_in_test_case_file,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_invalid_section_in_init_file,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_invalid_section_in_resource_file,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_name_on_own_row,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_name_and_keyword_on_same_row,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_name_and_keyword_on_same_continued_rows,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_name_and_setting_on_same_row,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_name_with_extra,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,_verify,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_name_on_own_row,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_name_and_keyword_on_same_row,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_name_and_keyword_on_same_continued_row,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_name_and_setting_on_same_row,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_name_with_extra,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,_verify,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_valid,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_valid_with_assign,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,_verify,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_for_loop_header,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,_verify,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_if_only,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_with_else,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_with_else_if_and_else,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_multiline_and_comments,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,_verify,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_if_only,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_with_else,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_with_else_if_and_else,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_else_if_with_non_ascii_space,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_empty_else,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_empty_else_if,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_else_if_with_only_expression,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_assign,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_assign_with_empty_else,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_multiline_and_comments,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,_verify,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_between_names,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_leading,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_trailing,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_on_their_own,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,_verify,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,setUpClass,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,tearDownClass,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_string_path,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_pathlib_path,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_open_file,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_string_io,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_string,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,_verify,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,_verify,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_settings,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_variables,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_test_cases,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_keywords,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_valid_assign,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_valid_assign_with_keyword,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_invalid_assign_not_closed_should_be_keyword,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_invalid_assign_ends_with_equal_should_be_keyword,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_invalid_assign_variable_and_ends_with_equal_should_be_keyword,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_in_keyword,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_in_test,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_in_if,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_in_for,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,_verify,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_in_keyword,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_in_test,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_in_if,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_in_try,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_in_for,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_in_while,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,_verify,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_in_keyword,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_in_test,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_in_if,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_in_for,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_in_while,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_in_try,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,_verify,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_lang_as_code,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_lang_as_name,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_lang_as_Language,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_lang_as_list,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_lang_as_tuple,,2177,155,0,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_lang_as_Languages,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,_test_explicit_config,,2177,155,1,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_per_file_config,,2177,155,3,,
C:/Users/DELL/robotframework\utest\parsing\test_lexer.py,,,test_invalid_per_file_config,,2177,155,3,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,get_and_assert_model,,1572,108,4,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,setUpClass,,1572,108,0,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,tearDownClass,,1572,108,0,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_from_string,,1572,108,2,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_from_path_as_string,,1572,108,3,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_from_path_as_path,,1572,108,2,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_from_open_file,,1572,108,3,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,setUpClass,,1572,108,0,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,tearDownClass,,1572,108,0,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_save_to_original_path,,1572,108,2,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_save_to_different_path,,1572,108,2,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_save_to_original_path_as_str,,1572,108,3,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_save_to_different_path_as_str,,1572,108,3,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_save_to_original_fails_if_source_is_not_path,,1572,108,3,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_valid,,1572,108,6,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_enumerate_with_start,,1572,108,6,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_nested,,1572,108,6,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_invalid,,1572,108,5,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_valid,,1572,108,6,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_limit,,1572,108,6,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_on_limit_message,,1572,108,6,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_invalid,,1572,108,5,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_if,,1572,108,6,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_if_else_if_else,,1572,108,8,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_nested,,1572,108,6,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_invalid,,1572,108,5,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_if,,1572,108,6,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_if_else_if_else,,1572,108,8,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_nested,,1572,108,6,,
C:/Users/DELL/robotframework\utest\parsing\test_model.py,,,test_assign,,1572,108,7,,
